Date,Close,Close,Close
2016-01-04,105.349998,201.020004,135.949997
2016-01-05,102.709999,201.360001,135.850006
2016-01-06,100.699997,198.820007,135.169998
2016-01-07,96.449997,194.050003,132.860001
2016-01-08,96.959999,191.919998,131.630005
2016-01-11,98.529999,192.110001,133.229996
2016-01-12,99.959999,193.660004,132.899994
2016-01-13,97.389999,188.830002,131.169998
2016-01-14,99.519997,191.929993,132.910004
2016-01-15,97.129997,187.809998,130.029999
2016-01-19,96.660004,188.059998,128.110001
2016-01-20,96.790001,185.649994,121.860001
2016-01-21,96.300003,186.690002,122.910004
2016-01-22,101.419998,190.520004,122.5
2016-01-25,99.440002,187.639999,122.080002
2016-01-26,99.989998,190.199997,122.589996
2016-01-27,93.419998,188.130005,120.959999
2016-01-28,94.089996,189.110001,122.220001
2016-01-29,97.339996,193.720001,124.790001
2016-02-01,96.43,193.649994,124.830002
2016-02-02,94.480003,190.160004,122.940002
2016-02-03,96.349998,191.300003,124.720001
2016-02-04,96.599998,191.600006,127.650002
2016-02-05,94.019997,187.949997,128.570007
2016-02-08,95.010002,185.419998,126.980003
2016-02-09,94.989998,185.429993,124.07
2016-02-10,94.269997,185.270004,120.190002
2016-02-11,93.699997,182.860001,117.849998
2016-02-12,93.989998,186.630005,121.040001
2016-02-16,96.639999,189.779999,122.739998
2016-02-17,98.120003,192.880005,126.099998
2016-02-18,96.260002,192.089996,132.449997
2016-02-19,96.040001,192.0,133.080002
2016-02-22,96.879997,194.779999,133.770004
2016-02-23,94.690002,192.320007,132.399994
2016-02-24,96.099998,193.199997,132.800003
2016-02-25,96.760002,195.539993,134.5
2016-02-26,96.910004,195.089996,132.029999
2016-02-29,96.690002,193.559998,131.029999
2016-03-01,100.529999,198.110001,134.369995
2016-03-02,100.75,199.0,136.300003
2016-03-03,101.5,199.779999,137.800003
2016-03-04,103.010002,200.429993,137.800003
2016-03-07,101.870003,200.589996,140.149994
2016-03-08,101.029999,198.399994,139.070007
2016-03-09,101.120003,199.380005,140.410004
2016-03-10,101.169998,199.539993,140.190002
2016-03-11,102.260002,202.759995,142.360001
2016-03-14,102.519997,202.5,142.779999
2016-03-15,104.580002,202.169998,142.960007
2016-03-16,105.970001,203.339996,144.789993
2016-03-17,105.800003,204.630005,147.039993
2016-03-18,105.919998,204.380005,147.089996
2016-03-21,105.910004,204.669998,148.630005
2016-03-22,106.720001,204.559998,148.100006
2016-03-23,106.129997,203.210007,145.399994
2016-03-24,105.669998,203.119995,147.949997
2016-03-28,105.190002,203.240005,148.399994
2016-03-29,107.68,205.119995,149.330002
2016-03-30,109.559998,206.020004,148.410004
2016-03-31,108.989998,205.520004,151.449997
2016-04-01,109.989998,206.919998,152.520004
2016-04-04,111.120003,206.25,152.070007
2016-04-05,109.809998,204.190002,150.0
2016-04-06,110.959999,206.419998,150.020004
2016-04-07,108.540001,203.949997,148.25
2016-04-08,108.660004,204.5,149.350006
2016-04-11,109.019997,204.020004,149.25
2016-04-12,110.440002,205.919998,149.630005
2016-04-13,112.040001,208.0,151.229996
2016-04-14,112.099998,208.009995,151.160004
2016-04-15,109.849998,207.779999,151.720001
2016-04-18,107.480003,209.240005,152.529999
2016-04-19,106.910004,209.899994,144.0
2016-04-20,107.129997,210.100006,146.110001
2016-04-21,105.970001,208.970001,149.300003
2016-04-22,105.68,208.970001,148.5
2016-04-25,105.080002,208.610001,148.809998
2016-04-26,104.349998,208.919998,149.080002
2016-04-27,97.82,209.350006,150.470001
2016-04-28,94.830002,207.449997,147.070007
2016-04-29,93.739998,206.330002,145.940002
2016-05-02,93.639999,207.970001,145.270004
2016-05-03,95.18,206.160004,144.130005
2016-05-04,94.190002,205.009995,144.25
2016-05-05,93.239998,204.970001,146.470001
2016-05-06,92.720001,205.720001,147.289993
2016-05-09,92.790001,205.889999,147.339996
2016-05-10,93.419998,208.449997,149.970001
2016-05-11,92.510002,206.5,148.949997
2016-05-12,90.339996,206.559998,148.839996
2016-05-13,90.519997,204.759995,147.720001
2016-05-16,93.879997,206.779999,149.460007
2016-05-17,93.489998,204.850006,148.0
2016-05-18,94.559998,204.910004,147.339996
2016-05-19,94.199997,204.199997,144.929993
2016-05-20,95.220001,205.490005,147.25
2016-05-23,96.43,205.210007,146.770004
2016-05-24,97.900002,207.869995,148.309998
2016-05-25,99.620003,209.279999,151.690002
2016-05-26,100.410004,209.339996,152.440002
2016-05-27,100.349998,210.240005,152.839996
2016-05-31,99.860001,209.839996,153.740005
2016-06-01,98.459999,210.270004,152.509995
2016-06-02,97.720001,210.910004,153.5
2016-06-03,97.919998,210.279999,152.889999
2016-06-06,98.629997,211.350006,152.729996
2016-06-07,99.029999,211.679993,153.330002
2016-06-08,98.940002,212.369995,154.0
2016-06-09,99.650002,212.080002,153.419998
2016-06-10,98.830002,210.070007,152.369995
2016-06-13,97.339996,208.449997,151.279999
2016-06-14,97.459999,208.039993,151.059998
2016-06-15,97.139999,207.75,150.679993
2016-06-16,97.550003,208.369995,151.059998
2016-06-17,95.330002,206.520004,151.990005
2016-06-20,95.099998,207.850006,153.610001
2016-06-21,95.910004,208.440002,154.050003
2016-06-22,95.550003,208.100006,152.919998
2016-06-23,96.099998,210.809998,155.350006
2016-06-24,93.400002,203.240005,146.589996
2016-06-27,92.040001,199.600006,143.5
2016-06-28,93.589996,203.199997,145.699997
2016-06-29,94.400002,206.660004,148.460007
2016-06-30,95.599998,209.479996,151.779999
2016-07-01,95.889999,209.919998,152.350006
2016-07-05,94.989998,208.410004,151.679993
2016-07-06,95.529999,209.660004,152.369995
2016-07-07,95.940002,209.529999,152.600006
2016-07-08,96.68,212.649994,154.460007
2016-07-11,96.980003,213.399994,155.330002
2016-07-12,97.419998,214.949997,157.039993
2016-07-13,96.870003,214.919998,158.020004
2016-07-14,98.790001,216.119995,160.279999
2016-07-15,98.779999,215.830002,159.779999
2016-07-18,99.830002,216.410004,159.860001
2016-07-19,99.870003,216.190002,159.580002
2016-07-20,99.959999,217.089996,161.360001
2016-07-21,99.43,216.270004,160.449997
2016-07-22,98.660004,217.240005,162.070007
2016-07-25,97.339996,216.649994,162.649994
2016-07-26,96.669998,216.75,162.119995
2016-07-27,102.949997,216.520004,161.830002
2016-07-28,104.339996,216.770004,161.369995
2016-07-29,104.209999,217.119995,160.619995
2016-08-01,106.050003,216.940002,161.449997
2016-08-02,104.480003,215.550003,160.580002
2016-08-03,105.790001,216.179993,160.669998
2016-08-04,105.870003,216.410004,161.550003
2016-08-05,107.480003,218.179993,163.5
2016-08-08,108.370003,218.050003,162.039993
2016-08-09,108.809998,218.179993,161.770004
2016-08-10,108.0,217.639999,162.080002
2016-08-11,107.93,218.649994,163.529999
2016-08-12,108.18,218.460007,161.949997
2016-08-15,109.480003,219.089996,161.880005
2016-08-16,109.379997,217.960007,160.699997
2016-08-17,109.220001,218.369995,160.440002
2016-08-18,109.080002,218.860001,161.360001
2016-08-19,109.360001,218.539993,160.039993
2016-08-22,108.510002,218.529999,160.0
2016-08-23,108.849998,218.970001,160.259995
2016-08-24,108.029999,217.850006,159.050003
2016-08-25,107.57,217.699997,158.630005
2016-08-26,106.940002,217.289993,158.320007
2016-08-29,106.82,218.360001,159.720001
2016-08-30,106.0,218.0,159.399994
2016-08-31,106.099998,217.380005,158.880005
2016-09-01,106.730003,217.389999,159.539993
2016-09-02,107.730003,218.369995,159.550003
2016-09-06,107.699997,219.029999,160.350006
2016-09-07,108.360001,219.009995,161.639999
2016-09-08,105.519997,218.509995,159.0
2016-09-09,103.129997,213.279999,155.690002
2016-09-12,105.440002,216.339996,158.289993
2016-09-13,107.949997,213.229996,155.809998
2016-09-14,111.769997,213.149994,154.050003
2016-09-15,115.57,215.279999,155.660004
2016-09-16,114.919998,213.369995,153.839996
2016-09-19,113.580002,213.410004,154.869995
2016-09-20,113.57,213.419998,154.449997
2016-09-21,113.550003,215.820007,155.529999
2016-09-22,114.620003,217.179993,156.110001
2016-09-23,112.709999,215.990005,154.979996
2016-09-26,112.879997,214.240005,153.979996
2016-09-27,113.089996,215.570007,156.770004
2016-09-28,113.949997,216.639999,158.289993
2016-09-29,112.18,214.679993,158.110001
2016-09-30,113.050003,216.300003,158.850006
2016-10-03,112.519997,215.779999,157.610001
2016-10-04,113.0,214.679993,156.460007
2016-10-05,113.050003,215.630005,157.080002
2016-10-06,113.889999,215.779999,156.880005
2016-10-07,114.059998,215.039993,155.669998
2016-10-10,116.050003,216.160004,157.020004
2016-10-11,116.300003,213.429993,154.789993
2016-10-12,117.339996,213.710007,154.289993
2016-10-13,116.980003,213.009995,153.720001
2016-10-14,117.629997,213.119995,154.449997
2016-10-17,117.550003,212.380005,154.770004
2016-10-18,117.470001,213.710007,150.720001
2016-10-19,117.120003,214.279999,151.259995
2016-10-20,117.059998,213.880005,151.520004
2016-10-21,116.599998,213.979996,149.630005
2016-10-24,117.650002,214.889999,150.570007
2016-10-25,118.25,214.169998,150.880005
2016-10-26,115.589996,213.740005,151.809998
2016-10-27,114.480003,213.169998,153.350006
2016-10-28,113.720001,212.539993,152.610001
2016-10-31,113.540001,212.550003,153.690002
2016-11-01,111.489998,211.009995,152.789993
2016-11-02,111.589996,209.740005,151.949997
2016-11-03,109.830002,208.779999,152.369995
2016-11-04,108.839996,208.550003,152.429993
2016-11-07,110.410004,213.149994,155.720001
2016-11-08,111.059998,214.110001,155.169998
2016-11-09,110.879997,216.380005,154.809998
2016-11-10,107.790001,216.919998,160.220001
2016-11-11,108.43,216.419998,161.270004
2016-11-14,105.709999,216.589996,158.210007
2016-11-15,107.110001,218.279999,158.669998
2016-11-16,109.989998,217.869995,159.289993
2016-11-17,109.949997,218.990005,159.800003
2016-11-18,110.059998,218.5,160.389999
2016-11-21,111.730003,220.149994,162.770004
2016-11-22,111.800003,220.580002,162.669998
2016-11-23,111.230003,220.699997,161.979996
2016-11-25,111.790001,221.520004,163.139999
2016-11-28,111.57,220.479996,164.520004
2016-11-29,111.459999,220.910004,163.529999
2016-11-30,110.519997,220.380005,162.220001
2016-12-01,109.489998,219.570007,159.820007
2016-12-02,109.900002,219.679993,160.020004
2016-12-05,109.110001,221.0,159.839996
2016-12-06,109.949997,221.699997,160.350006
2016-12-07,111.029999,224.600006,164.789993
2016-12-08,112.120003,225.149994,165.360001
2016-12-09,113.949997,226.509995,166.520004
2016-12-12,113.300003,226.25,165.5
2016-12-13,115.190002,227.759995,168.289993
2016-12-14,115.190002,225.880005,168.509995
2016-12-15,115.82,226.809998,168.020004
2016-12-16,115.970001,225.039993,166.729996
2016-12-19,116.639999,225.529999,166.679993
2016-12-20,116.949997,226.399994,167.600006
2016-12-21,117.059998,225.770004,167.330002
2016-12-22,116.290001,225.380005,167.059998
2016-12-23,116.519997,225.710007,166.710007
2016-12-27,117.260002,226.270004,167.139999
2016-12-28,116.760002,224.399994,166.190002
2016-12-29,116.730003,224.350006,166.600006
2016-12-30,115.82,223.529999,165.990005
2017-01-03,116.150002,225.240005,167.190002
2017-01-04,116.019997,226.580002,169.259995
2017-01-05,116.610001,226.399994,168.699997
2017-01-06,117.910004,227.210007,169.529999
2017-01-09,118.989998,226.460007,167.649994
2017-01-10,119.110001,226.460007,165.520004
2017-01-11,119.75,227.100006,167.75
2017-01-12,119.25,226.529999,167.949997
2017-01-13,119.040001,227.050003,167.339996
2017-01-17,120.0,226.25,167.889999
2017-01-18,119.989998,226.75,166.800003
2017-01-19,119.779999,225.910004,166.809998
2017-01-20,120.0,226.740005,170.550003
2017-01-23,120.080002,226.149994,171.029999
2017-01-24,119.970001,227.600006,175.899994
2017-01-25,121.879997,229.570007,178.289993
2017-01-26,121.940002,229.330002,178.660004
2017-01-27,121.949997,228.970001,177.300003
2017-01-30,121.629997,227.550003,175.800003
2017-01-31,121.349998,227.529999,174.520004
